"v1","v2"
"ex 604",5.92685447691965,-1.91688077448693
"ex 605",-1.83916204541178,2.56950615303637
"ex 606",-3.05320591052458,3.58219690905449
"ex 607",2.20506724685872,-6.83590021731679
"ex 608",-1.37251755934289,-3.04241717923976
"ex 609",2.07895992153627,0.663723606096528
"ex 610",-6.61134146677281,-8.88166504553076
"ex 611",-5.16920309069166,8.04816058398203
"ex 612",1.42631706375384,-0.27971059052297
"ex 613",-1.87944482327738,2.33489509776111
"ex 614",0.293223409035904,-7.18344628683111
"ex 615",-0.49268915569826,-6.34671431060256
"ex 616",-8.00522873202464,-6.80537615940852
"ex 617",3.54464435545307,-6.7019755842314
"ex 618",3.93198035375360,2.15784676288376
"ex 619",-3.02515363524689,0.80802848995092
"ex 620",8.27757284350188,5.13943486633707
"ex 621",-2.66605040282232,-5.94412480250269
"ex 622",3.99241403804172,-2.84227214152045
"ex 623",1.62611074187123,5.83207827548612
"ex 624",-6.96890034688127,-3.52027956219628
"ex 625",-8.56910890149437,-10.1379407227594
"ex 626",-6.01948381272991,-10.9448746963128
"ex 627",-4.27476735300851,-5.72110990078164
"ex 628",5.90558191318207,-8.60020851190206
"ex 629",-1.13972892553174,0.936519254222384
"ex 630",-6.38412698442622,-3.27415774212611
"ex 631",-3.93629397471757,-10.6802080036370
"ex 632",-7.19025062211176,-9.3320198294689
"ex 633",2.80803222584548,0.914450988351629
"ex 634",-0.0404302283675692,-0.687216523556636
"ex 635",5.06313814041138,9.32993650274009
"ex 636",-8.18367383992267,7.8880731113269
"ex 637",-5.06039468296157,2.97676951380734
"ex 638",2.16819259885178,2.31991325684108
"ex 639",-4.50761431697785,8.39131563032166
"ex 640",5.77325370049314,-5.43104216149143
"ex 641",-2.82618126495976,-3.41643822294549
"ex 642",-6.2848060396632,-5.60605174935005
"ex 643",-8.26579718329357,-1.15742590222720
"ex 644",5.59706806221045,-2.22508829414027
"ex 645",1.74260242124713,-4.65298554843138
"ex 646",1.10613377287644,-3.62946382474862
"ex 647",-4.96963154005023,1.05185020668915
"ex 648",9.5808637464377,-3.72166833307196
"ex 649",-5.14544274851411,1.73841397411025
"ex 650",1.66683733803162,-11.7119159050239
"ex 651",-5.40864810937431,2.5826250461784
"ex 652",1.65364908142341,-1.41102243805005
"ex 653",-1.06284986401372,0.609330116936101
"ex 654",3.91748738121582,4.02653468813067
"ex 655",-11.2334088261630,-3.21644993835444
"ex 656",3.32302367728054,10.5617602621120
"ex 657",-2.85418779091869,-6.47254682204938
"ex 658",-0.912150009822302,3.11028981785012
"ex 659",-5.78573975358982,-5.86845872986281
"ex 660",-2.16334960683838,0.215921316127649
"ex 661",-0.910376070479525,5.21385594537253
"ex 662",-0.172166360951834,-5.87078574598078
"ex 663",-6.45672351481043,4.50712459586379
"ex 664",-4.70909771374456,0.030977310858496
"ex 665",-1.15842773275857,2.97364810346004
"ex 666",-10.0860140872982,5.90043761748888
"ex 667",-2.03834719071351,-1.91502049163892
"ex 668",-12.2577900863198,-0.547453810681609
"ex 669",-0.0538997792101965,-8.92669581507836
"ex 670",-6.5474626755556,1.62112859257012
"ex 671",0.0774137893136634,-10.1039392866868
"ex 672",4.04110148011975,-5.83214526839431
"ex 673",1.40911710897672,6.20597760649912
"ex 674",0.975846160355764,-0.0335340630223501
"ex 675",-4.2198630799158,-1.30836274351734
"ex 676",1.95825655043987,-0.896499652241873
"ex 677",-2.85773260949508,4.69360532474153
"ex 678",-4.3154304543608,-1.95087556575929
"ex 679",-7.2053128574886,-9.27568607042927
"ex 680",-0.927119174026642,-9.06520889467836
"ex 681",-6.6465822280491,3.06939206680750
"ex 682",9.1341951315628,2.02135900429821
"ex 683",-8.04829010246362,4.70406323870748
"ex 684",-7.20212506724672,-5.08323531821891
"ex 685",8.25473015071312,-3.33841621842047
"ex 686",-1.10794805054309,8.00373982035133
"ex 687",-7.81288384361498,5.5234181077301
"ex 688",-4.11709813837768,-4.38966668048395
"ex 689",0.59983536165946,-3.6978741143499
"ex 690",0.620961454628984,-7.25432253508267
"ex 691",-5.02743610881233,0.868687998798727
"ex 692",-1.45509339040327,-3.51567305070427
"ex 693",2.16175112529413,-0.0603029911423118
"ex 694",-2.1232558219958,13.315764168801
"ex 695",2.65535984463457,13.7885417498202
"ex 696",5.11122765137606,-4.31217077065290
"ex 697",5.57706272166212,1.31788071333842
"ex 698",-2.25883798008938,1.69627167383516
"ex 699",0.878611354934898,-5.29795466016047
"ex 700",3.54547236043566,-0.141395108521923
"ex 701",4.59420717203198,2.66427385471091
"ex 702",-3.72237710973116,-4.15106877434747
"ex 703",5.55456156188403,-6.57585587235241
"ex 704",11.5694666027735,-5.37623971168025
"ex 705",-1.52325270657829,-1.59296568766562
"ex 706",0.358732254380427,-0.964295153192636
"ex 707",-0.73945390500669,-0.139133490619675
"ex 708",4.20751389247911,-0.245952959548333
"ex 709",-3.78386503109014,-4.00125887556571
"ex 710",1.28858948252161,-0.838088682678356
"ex 711",-1.49268945162819,-9.85478665065999
"ex 712",5.42197229994334,-13.7498339556871
"ex 713",3.30674165681165,4.35055336433665
"ex 714",-1.16469043412721,6.52653343625475
"ex 715",-7.19016775016091,-3.39823608340145
"ex 716",-6.7968246710957,2.02980278751466
"ex 717",-5.00733853153364,-3.4850009519809
"ex 718",1.17058315662419,1.01643647854536
"ex 719",2.26657511214309,-4.14958045371976
"ex 720",-3.5048422062056,-2.90697021313519
"ex 721",-9.29965725209883,3.87346050530133
"ex 722",-3.88161624562083,-2.29271078260249
"ex 723",3.62366052859246,-8.76723528083896
"ex 724",6.03579374370515,-3.02290245719044
"ex 725",-3.47766349667706,-1.42132015261156
"ex 726",-5.80626483386845,3.14938235886732
"ex 727",-4.51638563520901,5.89372264645869
"ex 728",0.395607315747031,6.3623944781735
"ex 729",1.06282890595137,-6.31775797337477
"ex 730",-1.24243863117837,-5.74881593183636
"ex 731",-4.80576627776763,-7.06468999181528
"ex 732",-3.16764680127856,-4.40336854306451
"ex 733",1.68919998602799,-6.04690146935897
"ex 734",-5.36393422110618,1.61068150926499
"ex 735",2.41414183610556,-4.99474689565657
"ex 736",-0.525681360778803,-4.94283951550119
"ex 737",-1.15192190323702,-8.85614192992687
"ex 738",-3.62557255641033,0.693380546302868
"ex 739",1.32034749572566,-3.80732141989910
"ex 740",-4.13007307486508,-0.573176430448529
"ex 741",2.11033261747367,-3.63929956252197
"ex 742",4.08908722750471,-2.62813096767865
"ex 743",10.1218065847718,0.993576380277277
"ex 744",-0.515453456733608,6.22330241838838
"ex 745",-4.59994813759044,7.80829561859821
"ex 746",5.67208935935196,-0.624581663962349
"ex 747",3.65364455312423,-7.77403898049685
"ex 748",-0.64011653669275,-4.04211391735411
"ex 749",-7.24349013426631,-0.120979456925532
"ex 750",0.261762080842131,1.21943945901723
"ex 751",5.70369653936232,3.57760047308507
"ex 752",-1.12347939549412,-3.40074876158969
"ex 753",8.66652623413605,2.41299208098269
"ex 754",-7.32034559546074,-5.32001433170116
"ex 755",1.96274011490620,1.89347462987068
"ex 756",-3.34581492449769,-0.631107130133477
"ex 757",5.58371270529295,0.0966954974927792
"ex 758",-0.720056980678042,-7.75168079518319
"ex 759",-8.28796384622155,-0.607712556319282
"ex 760",-3.26788612503551,5.93928554138161
"ex 761",5.95548675191441,-2.58456593251111
"ex 762",-1.20310785356956,2.34465705458164
"ex 763",-0.315541349911064,2.37803978805703
"ex 764",0.242662164214160,-8.50972331411299
"ex 765",8.21934757019995,0.0175184887902905
"ex 766",-1.16426882923658,-1.17715790352779
"ex 767",9.78254688008495,-1.44858067223455
"ex 768",-4.1875213114815,0.592102538576031
"ex 769",-0.428736906040095,-7.06730967025853
"ex 770",6.71230253873805,12.3997552637179
"ex 771",-1.88642045588108,-10.8921798997567
"ex 772",-8.5253186775233,1.94178811777985
"ex 773",3.60905478538354,-4.4105546713501
"ex 774",-0.0218004054350588,4.29887583483201
"ex 775",0.862805031660039,5.63627866606593
"ex 776",-1.95540862887286,3.43560422899615
"ex 777",2.03886498563791,0.603146526655011
"ex 778",-4.86038315757811,9.00190280726605
"ex 779",3.16410773119494,1.10045245936718
"ex 780",-3.2319009774089,6.12526268792817
"ex 781",2.76345223501241,8.05452413105422
"ex 782",-5.83368842226609,2.49604021432614
"ex 783",4.38544814847815,-5.57495209113717
"ex 784",0.591070288956267,6.14683889699129
"ex 785",-7.69763188334194,-0.540624644644982
"ex 786",-3.86529390925464,-5.67167905887778
"ex 787",6.94574986732664,-10.0205208709760
"ex 788",-10.0493999490519,3.38302524171087
"ex 789",-1.97766703412535,-6.06901433061745
"ex 790",-4.59774423964704,1.44436144974351
"ex 791",-1.57262896214071,-5.67986151544035
"ex 792",-6.31731470878664,1.91443756927409
"ex 793",-3.94627690795799,-2.66487808127800
"ex 794",0.554401701522113,6.73870075651973
"ex 795",-5.89344560404127,-7.27522185733452
"ex 796",-0.527892031868206,-0.0881672890774337
"ex 797",-5.06583084702827,8.007169431156
"ex 798",1.329056042247,-13.7269709786728
"ex 799",-6.29005485404301,-2.55357977062088
"ex 800",1.46099080092271,4.04666815303771
"ex 801",2.34555413022414,-1.81085242860250
"ex 802",-3.72339971957495,0.577509631196559
"ex 803",13.0674860950266,-3.86988707745033
"ex 804",10.7027021353179,1.00462750301906
"ex 805",4.01397165614528,-5.92785780779777
"ex 806",14.4608080163872,-1.9595094357628
"ex 807",1.88880654548773,0.42275530015004
"ex 808",5.44487444412532,-4.74742997980655
"ex 809",-1.88436936686502,-1.97383137759727
"ex 810",7.53032195095579,7.79926352594515
"ex 811",1.01348257212065,2.34776969404144
"ex 812",-0.985445290280023,-7.76164230622273
"ex 813",-7.35703579829238,-3.32701142707978
"ex 814",-4.25570228651273,3.09004376062451
"ex 815",4.86127558214907,3.74374162378962
"ex 816",-6.49701839927211,-3.05400017486019
"ex 817",4.07038697333008,6.46958172041079
"ex 818",-1.23497937892920,-5.51474587987292
"ex 819",9.25003001268144,1.09106335126976
"ex 820",4.07908877098331,-8.37337946810279
"ex 821",-5.28828365893587,-6.08374383909893
"ex 822",7.03059308854177,-0.948985257270218
"ex 823",0.752558078309838,2.24334469541586
"ex 824",3.37031398131161,14.7963791304980
"ex 825",2.04982324350366,1.99766366964848
"ex 826",-0.921014628819719,1.58751392162757
"ex 827",-2.44570241756814,3.49389780774144
"ex 828",-5.49893672781633,-1.41358311592369
"ex 829",-4.11882498350149,-3.23299682414667
"ex 830",4.69618047441946,-3.86569231197098
"ex 831",-1.31971389506405,-2.29675149719914
"ex 832",3.13661279047443,-2.26518454270757
"ex 833",8.65873137918554,-3.62091032439929
"ex 834",-3.40207019306702,1.12702396670735
"ex 835",2.42561871591663,-5.3390756192866
"ex 836",-0.458504411676209,-3.55115667064651
"ex 837",-1.98627184988180,-6.6908683453618
"ex 838",6.46676580995948,-2.83241786966245
"ex 839",-2.64074017344933,-11.4281583135600
"ex 840",-12.7506373345548,-4.2951863088177
"ex 841",0.680417299806252,-1.62914621949665
"ex 842",3.52175062516398,-3.41095526082722
"ex 843",-18.1247614245543,-3.97870571468507
"ex 844",-0.84344191214769,-5.37146399326484
"ex 845",-0.385042694699253,-9.13990655560154
"ex 846",-7.18123820858112,3.75582869862636
"ex 847",-11.0542171636517,-11.2884805183404
"ex 848",0.115083238402280,-1.65558104555398
"ex 849",-4.02234050754508,3.82201311950486
"ex 850",-1.98412375582575,-6.86832271974813
"ex 851",0.187090993713048,-10.1823442585474
"ex 852",3.61789642538122,1.509269493023
"ex 853",4.34650867554172,-6.66642572598866
"ex 854",-5.83205807494713,4.15631185280361
"ex 855",-6.52361429232754,-7.28823388036412
"ex 856",-1.37551441125680,0.9844722040146
"ex 857",-4.81760658067333,2.23437228481186
"ex 858",-6.96968742471883,-0.503388749881826
"ex 859",2.19230414288193,-9.12375903362403
"ex 860",-1.98425539704757,-2.29182152445927
"ex 861",-0.0863594537968975,-2.09362818976344
"ex 862",9.86968528419932,-1.16825855292061
"ex 863",-7.0734525280051,-0.611380757747715
"ex 864",-4.35171095118343,-6.10392382315906
"ex 865",10.2405118933557,1.44630646920977
"ex 866",1.49485654374440,3.49281908896409
"ex 867",-7.81534019429829,-0.966412521819473
"ex 868",9.15054300238098,-8.640933044573
"ex 869",1.26976391658049,3.32519357648491
"ex 870",-3.99906496072082,-4.88234809730266
"ex 871",-7.11434735330923,2.57270224155940
"ex 872",-9.44698418546558,7.8663176363254
"ex 873",-2.24485496399005,-1.55807271757465
"ex 874",8.90885706093186,7.89172242013818
"ex 875",0.0465787691378717,1.55193898287022
"ex 876",3.51015047338904,-2.97811811298675
"ex 877",-5.38700354279841,-3.37545821928702
"ex 878",1.93824400939935,3.43183100948406
"ex 879",-2.18147216890374,-4.77259648946152
"ex 880",-9.26562967522102,-1.43556741355628
"ex 881",-5.54716576778902,10.8888513656466
"ex 882",-9.54240093730157,5.97805179622865
"ex 883",3.01352800297071,-12.4315469571927
"ex 884",-3.33153137408663,2.55349042814893
"ex 885",-2.34252766238502,8.28219832059862
"ex 886",-6.930998278987,-8.10706239328908
"ex 887",0.320392615397947,-8.784297725735
"ex 888",2.98239481390749,5.67762932411777
"ex 889",-1.70644568086182,1.61055013416288
"ex 890",-3.29758690276365,-6.97431302941202
"ex 891",-3.02903896639856,10.0494066393539
"ex 892",-3.52596437933712,3.59518192329712
"ex 893",5.0000628877514,0.928385890503195
"ex 894",3.05862138382466,-1.05168491533701
"ex 895",-3.28368692878881,-0.092719625513488
"ex 896",6.83514998235324,-1.2943645503717
"ex 897",-3.68373646656204,3.05345086735124
"ex 898",-0.0149776880351094,-7.24428793030817
"ex 899",-3.55265432667767,-0.961394985571532
"ex 900",3.61753875419004,-3.60217119447137
"ex 901",-4.02208325709681,2.92412439358989
"ex 902",5.61861063405348,-0.966860105593673
"ex 903",-4.99309846720659,3.55725869047895
"ex 904",-0.97054055993714,0.490632296246169
"ex 905",-0.66318099399772,2.07277911956858
"ex 906",-8.2005583754028,8.31834092282151
"ex 907",-3.48066235728172,3.93155623180068
"ex 908",-0.702054480742881,-4.11522879565565
"ex 909",-3.63941105626981,2.39052765272154
"ex 910",6.16811915380192,-0.222789563152621
"ex 911",-7.92792529465366,9.50633869202824
"ex 912",-3.6610972169327,0.932288992057491
"ex 913",-12.8914061936196,-8.72771765736397
"ex 914",4.57872584345729,-9.16399914667037
"ex 915",1.00786539603932,5.74845716618703
"ex 916",-0.320477964022335,2.26465311708052
"ex 917",-0.0618500515246125,-0.343949010412135
"ex 918",-6.90795404745155,0.723321638057713
"ex 919",0.715903204407991,1.13481963305309
"ex 920",-0.132311129750669,2.21316849882105
"ex 921",-1.70141818766601,-2.08052546355875
"ex 922",3.94689195699163,2.59990182556311
"ex 923",-8.45964089080346,0.913355911547944
"ex 924",-7.85090728204717,-0.345378594547607
"ex 925",0.625161526913305,-3.42942615053294
"ex 926",0.178041284316941,2.27359129807287
"ex 927",-2.21858328470767,-4.73136133737942
"ex 928",6.03215853236826,8.51032909999276
"ex 929",-2.59139517051469,-9.45794375439263
"ex 930",1.22686219341834,2.68341355853037
"ex 931",-0.405392631458932,0.158914323278597
"ex 932",1.54108556829867,-4.60084958196893
"ex 933",3.70675878849940,1.92790792936205
"ex 934",1.60822438666506,3.3734626766849
"ex 935",1.99802219628743,1.53636140143432
"ex 936",12.3690855622758,3.82625205956915
"ex 937",1.86721178545877,7.34299781339321
"ex 938",-8.94556446541207,-10.2710165746612
"ex 939",8.96196602090182,0.912032739540925
"ex 940",-11.9401032719790,-3.3485556800427
"ex 941",1.67742475039650,-1.00458516899814
"ex 942",-3.48893694002369,2.86366148292035
"ex 943",-5.40596325009865,-2.26304828251951
"ex 944",-7.97334847044083,1.47254151060126
"ex 945",-10.9734038252831,-2.41563760552234
"ex 946",-7.48717301251508,-3.36943820835151
"ex 947",1.92850777784386,-1.18624379828513
"ex 948",-2.49475380993845,-0.611823888345386
"ex 949",1.94584913937037,7.6816155450157
"ex 950",-5.65344823431252,-4.99045014663267
"ex 951",-3.2732968247697,-6.3636824882993
"ex 952",4.29756523932511,4.45977425058444
"ex 953",-4.06832411185276,-1.21722254561497
"ex 954",-4.87068751318503,-0.611997989746352
"ex 955",-9.52596760778437,-7.65740726123392
"ex 956",0.86773512143112,1.59570958528345
"ex 957",-8.04631591595205,1.74267738105489
"ex 958",-13.5711639268102,-5.12622571970865
"ex 959",1.37601025367939,-0.85322429966336
"ex 960",-8.53428634114104,-4.66129967405999
"ex 961",-13.1265780549059,2.28990660994828
"ex 962",-1.96006494171672,-7.20876661630379
"ex 963",-2.81436923331873,-3.94690931732401
"ex 964",-1.81642120657702,-6.49649910634559
"ex 965",2.30285473401580,-3.97190047247959
"ex 966",-6.01528341646106,1.87736299048706
"ex 967",3.17882998136852,-3.21045627208739
"ex 968",-11.3648860308354,4.81867345049446
"ex 969",1.30175758785515,-6.71563579516683
"ex 970",1.34155167230894,-0.157171645690018
"ex 971",-2.27305835355200,-9.39605255672423
"ex 972",-6.63968738355276,-8.2544497056943
"ex 973",-1.01746839340396,-1.63135871895978
"ex 974",3.29343019979683,-9.07263555823211
"ex 975",3.57183986466718,5.20507764456628
"ex 976",-3.76211138199722,-1.81740897467166
"ex 977",-9.05611277912347,1.59820065379356
"ex 978",4.64617594066442,-4.08198148148372
"ex 979",1.73018519985392,1.30337338610972
"ex 980",-11.9822530441811,-3.19565797255872
"ex 981",-6.4988908782074,1.13294737294772
"ex 982",-2.21539766961627,-1.68400279061901
"ex 983",-1.82178717950504,6.34577970375918
"ex 984",5.14662493267565,-1.71377927621522
"ex 985",3.63068996470912,-5.82725958172446
"ex 986",-1.48104912819517,-8.47916833139052
"ex 987",3.14636059665945,-12.2636649814618
"ex 988",2.99354467984494,6.96920537065611
"ex 989",0.506574499929053,2.29354977424900
"ex 990",-12.4506223363485,-1.53180059939129
"ex 991",-0.078314397759656,1.30642748279011
"ex 992",-5.85093859055546,-6.66990031282297
"ex 993",6.22565007273898,-4.18597348100665
"ex 994",-6.82699267058292,3.11820711817988
"ex 995",4.98106351565354,-7.02203002344166
"ex 996",-5.31285506742529,0.0684776718168865
"ex 997",4.8178358032477,-1.35360216755959
"ex 998",-7.15007787557194,-10.7137159393091
"ex 999",1.53897536135134,-5.71457040092062
"ex 1000",-6.60620366379149,6.59600808655137
"ex 1001",1.63750267785553,3.72266702076515
"ex 1002",2.23312345042194,-0.0167766799360174
"ex 1003",1.69359657511709,-0.254194424537716
"ex 1004",-0.0232903833193272,1.19668000564645
"ex 1005",-0.423906707020241,2.01320928958498
"ex 1006",2.16494356552863,1.30035884035167
"ex 1007",-0.149095910671413,1.56138358756911
"ex 1008",0.973590035936961,2.18560114052705
"ex 1009",0.815630860402545,2.15564897539745
"ex 1010",0.776143210518638,1.76500051789804
"ex 1011",-0.674394623394532,-0.518871678427208
"ex 1012",-0.358868277536062,1.4337233024609
"ex 1013",-0.258229115270273,-0.130767053322264
"ex 1014",0.457290286220834,1.78181754547885
"ex 1015",0.735702112733304,0.873551847015333
"ex 1016",-1.79730463726621,0.273617930785765
"ex 1017",1.53821826568995,1.14353019002393
"ex 1018",1.03345107034215,2.36650809999122
"ex 1019",0.391753104187641,2.10763608543370
"ex 1020",3.31974168268368,1.63133652422853
"ex 1021",-0.316342843816919,-0.159289775467948
"ex 1022",1.00351364022525,2.15531988619473
"ex 1023",1.34774920195312,1.51443657163289
"ex 1024",1.43320488676402,1.1894094625565
"ex 1025",0.158538319547119,1.88623211729434
"ex 1026",2.65852597203456,1.20155052691748
"ex 1027",0.710787869670107,1.78087869003125
"ex 1028",2.20715226192565,-0.0306032865880861
"ex 1029",-0.231664132219611,2.65275863970868
"ex 1030",1.81269251023445,0.81896433514879
"ex 1031",-0.410839630961536,2.72781766539654
"ex 1032",0.526518756200725,0.0990196148955904
"ex 1033",2.87537408557507,2.33601534515383
"ex 1034",-0.175027804845356,-0.158637109879795
"ex 1035",0.474748447528342,2.33533185099194
"ex 1036",-0.733917566768069,0.960409919433233
"ex 1037",0.497944241191888,1.73096794522840
"ex 1038",1.53521177508229,-0.562633202352918
"ex 1039",1.10248263757500,2.66279080234213
"ex 1040",1.37444403592157,0.820329295095749
"ex 1041",0.301748530013507,0.54888675680297
"ex 1042",1.19807969367632,2.41843545090509
"ex 1043",2.10194076622981,-0.106118320167502
"ex 1044",0.682102914088008,0.550599203410047
"ex 1045",1.99541128326437,1.53432831133468
"ex 1046",0.531180857540757,1.12410772545105
"ex 1047",1.03516826127500,0.571706553732103
"ex 1048",1.73489109793697,1.17626546704561
"ex 1049",0.636006136539738,-1.79423814243765
"ex 1050",1.16380611495701,1.77087285495773
"ex 1051",1.32595261647735,2.04161054904171
"ex 1052",0.386040030261226,-0.235850040932504
"ex 1053",1.75323764887396,1.12913192671611
"ex 1054",0.285787451071075,1.69535924925393
"ex 1055",2.12853733510362,2.53665854771573
"ex 1056",1.82912774436279,3.14531507086285
"ex 1057",1.60444945909672,-0.0244432453441326
"ex 1058",2.68458760334292,1.49132557602301
"ex 1059",2.13176093703860,0.432955598275464
"ex 1060",1.09626494880692,0.341761990021025
"ex 1061",1.4494522078561,0.644111101110963
"ex 1062",2.56033930817895,3.09081208088462
"ex 1063",0.69521227328689,1.28090770916125
"ex 1064",-0.191278577131782,1.87544889996646
"ex 1065",1.93799457610889,3.21875893608214
"ex 1066",0.220696773350994,1.37207905829697
"ex 1067",1.68135172261065,0.164343728493248
"ex 1068",-1.02824605379089,1.05366126628018
"ex 1069",1.82601870253973,0.913216157747663
"ex 1070",-0.192654465978436,-0.155412249319312
"ex 1071",-0.570215115315007,0.362793254061737
"ex 1072",0.904902028325258,1.29917664408619
"ex 1073",1.16587449892799,0.795655793464902
"ex 1074",1.10191611353007,1.50201541178711
"ex 1075",0.270148835870732,-0.978397963834034
"ex 1076",0.987874114868392,0.88924496199059
"ex 1077",2.87935141926939,2.06857128769721
"ex 1078",1.47867662529660,2.24209519588018
"ex 1079",1.64492935324218,0.0742161278237167
"ex 1080",1.7743652009448,2.09159732148904
"ex 1081",1.11631540707225,1.09315142579417
"ex 1082",-0.366975530699709,2.70614869355149
"ex 1083",0.954296374051547,2.67800020873807
"ex 1084",0.208273868712589,1.51555679719385
"ex 1085",1.51157654955949,0.71385641491738
"ex 1086",0.579570161220901,1.68179398634462
"ex 1087",0.290098533365012,2.29837922116653
"ex 1088",0.328601794712480,0.823277770745958
"ex 1089",2.2143877021439,0.257094462138004
"ex 1090",0.589345147215024,-0.368443230493849
"ex 1091",1.88638655961404,0.130549324504702
"ex 1092",1.26418367844546,3.31304278793761
"ex 1093",1.72797457581828,0.803448337076204
"ex 1094",1.91694100732260,1.81038003366242
"ex 1095",2.22267546563260,1.88730215559632
"ex 1096",0.682554114069736,1.52123459737723
"ex 1097",1.19111221583963,-0.178027722981906
"ex 1098",1.41748112436796,-0.0382614436866118
"ex 1099",0.303065480568561,2.02033949794783
"ex 1100",0.723287844522597,2.60592182159850
"ex 1101",2.11233121504243,1.19071349856692
"ex 1102",1.56990086993258,1.5217810964911
"ex 1103",0.261036456327452,-0.176283175973435
"ex 1104",2.15441763067512,0.993169862885226
"ex 1105",-0.438802937076895,0.347994613191123
"ex 1106",0.613411278847259,2.16651011980654
"ex 1107",0.974112556607693,2.90744188474426
"ex 1108",1.62825316185034,-1.11816502431847
"ex 1109",-0.404898418382173,2.70654089097569
"ex 1110",1.26630490412030,2.16339195128055
"ex 1111",-0.0678523507176705,0.441647961391859
"ex 1112",0.160926114048082,0.90017130888209
"ex 1113",0.540152160160183,0.96880184503186
"ex 1114",-0.0682273382635818,0.609405573170329
"ex 1115",0.108268394041053,-0.866781696090841
"ex 1116",-0.125308369672215,1.95512880293392
"ex 1117",-0.551388992831017,0.833663667404338
"ex 1118",1.96980420101964,0.72334170496535
"ex 1119",1.80985602272890,1.19410000340591
"ex 1120",2.43752425164788,0.248654479534582
"ex 1121",1.20455124853666,-0.918446883964384
"ex 1122",1.93750586104545,1.26118610727669
"ex 1123",1.77311099869142,0.460929883942599
"ex 1124",0.473711022997656,1.83767775650907
"ex 1125",1.90946080232653,1.93697471121413
"ex 1126",-0.0233621625598774,0.5005883581481
"ex 1127",0.0662419758516867,0.879510320991812
"ex 1128",-0.64475898765255,2.00825214754211
"ex 1129",2.34085746374857,0.361980577576347
"ex 1130",1.40081495035736,0.418379445615692
"ex 1131",1.66922625775144,1.44837914885671
"ex 1132",1.72332554472030,2.19179772913635
"ex 1133",2.54120396360109,-0.600171369264116
"ex 1134",0.997089039981049,3.03629513865168
"ex 1135",0.492095287928896,1.37757130703408
"ex 1136",-0.199897543771684,0.148171618814450
"ex 1137",0.826188360177001,0.734318040516762
"ex 1138",-0.13538502016813,0.533748718118543
"ex 1139",1.48507191904928,-0.276709981549206
"ex 1140",1.18801719649750,0.666267409790747
"ex 1141",1.02207347533449,0.418821929641328
"ex 1142",1.76085795726509,0.612867520151682
"ex 1143",-0.545245261018406,2.80272106454571
"ex 1144",1.56930370805344,1.02117110255835
"ex 1145",1.76181245864832,0.635143507861168
"ex 1146",0.935247901426469,0.273027588727994
"ex 1147",0.21319373876866,1.31189829976300
"ex 1148",0.169242543475510,2.15713917204454
"ex 1149",-0.993781703891876,0.814498124428483
"ex 1150",0.274344696432709,0.748780471855751
"ex 1151",1.77595464645258,0.849834551768685
"ex 1152",0.583174020596371,1.06714521052670
"ex 1153",1.35830130803875,0.196188185184024
"ex 1154",0.453785795786563,-1.22661505814838
"ex 1155",-0.146469920271501,0.755751326748437
"ex 1156",1.99821990963753,0.51919333402491
"ex 1157",1.33740892916047,0.630139264742934
"ex 1158",-0.25800576697163,0.807949137865694
"ex 1159",1.55815623791112,1.41717901586852
"ex 1160",2.21324855472161,0.260545174397022
"ex 1161",2.84414526460166,0.233237851006128
"ex 1162",1.05934347829218,1.32096355656511
"ex 1163",2.01878950893935,2.38552184315796
"ex 1164",1.50526010783238,1.36664461421883
"ex 1165",1.20036943219090,1.27892756733353
"ex 1166",0.662665400811966,1.97894559996786
"ex 1167",1.79349012558690,1.01225245425075
"ex 1168",0.269832206722071,0.507314929295755
"ex 1169",-0.814099194898807,1.45234966189446
"ex 1170",0.238414285420292,1.20809751226587
"ex 1171",1.5240545645122,0.39405209331124
"ex 1172",0.766216859516529,0.433546364989839
"ex 1173",2.63148771806086,1.40798778205165
"ex 1174",0.465455182092342,2.32964905257119
"ex 1175",1.90697584199560,1.14534748862690
"ex 1176",1.11255342048636,1.17010632886810
"ex 1177",0.905105147558705,2.15288388011488
"ex 1178",1.05518832014898,1.23129353391087
"ex 1179",2.03852102920826,0.141796261979253
"ex 1180",1.99030609459434,0.0892494251801982
"ex 1181",1.22609563587208,1.74567993796967
"ex 1182",1.41794489841407,1.40752073572044
"ex 1183",0.666444423909976,-0.354967683540417
"ex 1184",2.10557298268264,0.436105960975383
"ex 1185",1.21557060094699,1.77035159046142
"ex 1186",2.27292912938512,1.13563598920944
"ex 1187",-0.134800864661612,-0.776972660057587
"ex 1188",0.33793757964922,-0.0637851260863973
"ex 1189",0.379357688212480,0.513001980594514
"ex 1190",-0.676883409341211,0.90778866263648
"ex 1191",0.793809269258632,0.208983739593103
"ex 1192",-0.0870254883264845,0.258953804633946
"ex 1193",2.11147923834815,1.99360095089948
"ex 1194",1.93684064576958,0.126991238064319
"ex 1195",0.461692113751477,1.00625135563088
"ex 1196",1.57416273163477,1.36465193841765
"ex 1197",0.161446680279490,1.03998910878972
"ex 1198",0.598467040535498,2.10666748648624
"ex 1199",0.819814215357156,-0.533718489996773
"ex 1200",0.468032205762708,0.945854487273835
"ex 1201",1.23166823451972,-0.0426993708413939
"ex 1202",2.82049111094844,0.104958426311158
"ex 1203",0.817836212507501,0.591678037230514
"ex 1204",0.692621596365966,0.867458586843463
